data,label
Dulux,3
InsureandGo,3
British_Airways,3
Lotus_Cars,3
St_Ivel,3
Goodlight,3
Genesis_(bikes),3
Wincarnis,3
Anadolu_Sigorta,3
BMZ_Group,3
Hed_Kandi,3
MysteryVibe,3
Rolls-Royce_Limited,3
Jet2.com,3
Cola_Turka,3
Kleeneze,3
Fisherman's_Friend,3
Chase_Distillery,3
Güleryüz,3
Alarko_Carrier,3
Babycham,3
Akbank,3
Motor_Manufacturing_Company,3
Ed's_Easy_Diner,3
Doğan_Media_Group,3
Jo_Malone_London,3
Hunca_Cosmetics,3
Garanti_Bank,3
Vodafone_Global_Enterprise,3
BT_Group,3
Sabancı_Holding,3
Sky_UK,3
WonderLuk,3
Carrefour_Express,3
J2O,3
Hygena,3
Aksigorta,3
JCB_(company),3
MNG_Airlines,3
Vakko,3
Sky_Airlines,3
Bim_(company),3
Erkunt_Group,3
LC_Waikiki,3
DAKS,3
Petrol_Ofisi,3
Sky_plc,3
De_La_Rue,3
Albayrak_Holding,3
GİRSAN,3
Bettys_and_Taylors_of_Harrogate,3
MG_Cars,3
Osborne_&_Little,3
Brylcreem,3
STFA_Group,3
AtlasGlobal,3
Turkish_State_Railways,3
Gelert_(company),3
Whitbread,3
Britten-Norman,3
No7,3
Diardi,3
Vestel,3
Fab_(brand),3
Polyfilla,3
Satmap,3
MidMeds,3
Ugur_Group_Companies,3
Beulah_London,3
Taylor_Hobson,3
Wileyfox,3
Abank,3
Londis_(United_Kingdom),3
Peter_Storm_(clothing),3
HEMYCA,3
YOTEL,3
Antler_Luggage,3
Charbonnel_et_Walker,3
Triumph_Engineering,3
Yüksel_Tohumculuk,3
Transvaro,3
The_Coventry_Motor_Company,3
Touchnote,3
Lyons_Maid,3
Ten_Fold_Engineering,3
Sanex,3
Legal_&_General,3
Mint_Motion_Pictures,3
Harland_and_Wolff,3
BP,3
Çukurova_Media_Group,3
Sam's_Chicken,3
Permak,3
Van_Çimento_Sanayii,3
Matchbox_(brand),3
Delete_Agency,3
Durex,3
Petkim,3
SunExpress,3
Fray_Bentos_(food_brand),3
ROKETSAN,3
Burberry,3
Hotpoint,3
Akfen_Holding,3
Otokar,3
Teknopet,3
Nurol_Holding,3
Saga_Airlines,3
Yapı_Merkezi,3
Capstan_(cigarette),3
Lloyds_Bank,3
Red_Sky_snacks,3
Sunbeam_Motor_Car_Company,3
Integral_Forex,3
The_Body_Shop,3
Warehouse_(clothing),3
Craghoppers,3
Lux_(soap),3
Fuel_Juice,3
Prestat,3
Turkuvaz_Media_Group,3
Vodafone,3
Aon_(company),3
Hammerite,3
Sunlight_(cleaning_product),3
EUROTAI,3
Carbrini_Sportswear,3
Warner_&_Sons,3
Me_to_You_Bears,3
Memorial_Health_Group,3
Domestos,3
Karel_Electronics,3
Imagination_Technologies,3
Ziraat_Katılım,3
Sophos,3
Darling_London,3
Adana_Çimento,3
Mini,3
MySupermarket,3
Birmingham_Small_Arms_Company,3
Prudential_plc,3
Kombassan,3
Cooke_Optics,3
Austin_Motor_Company,3
B&Q,3
Aygaz,3
Türk_Ekonomi_Bankası,3
Doğuş_Media_Group,3
Fat_Face,3
Rotary_Watches,3
Doğan_Holding,3
Yapı_Kredi_Yayınları,3
Sage_Group,3
STM_Sistem_Teleferik,3
HSBC_Bank_(Turkey),3
Oypa,3
Ministry_of_Sound,3
NatWest,3
Penguin_Books,3
St_Michael_(brand),3
Anglepoise_lamp,3
Gunn_&_Moore,3
Moonpig,3
Elonex,3
EasyJet,3
Marmarabirlik,3
Thomson_Holidays,3
Etox,3
Mallzee,3
Dance_Nation_(record_label),3
TÜLOMSAŞ,3
Esan_akü,3
Spudulike,3
Soma_Kömür_İşletmeleri_A.Ş.,3
ESHOT,3
LUX_FIX,3
Cambridge_Audio,3
Benson_&_Hedges,3
Mechanical_and_Chemical_Industry_Corporation,3
Eser_(Construction_firm),3
Weetabix_Limited,3
Thorntons,3
Hamlet_(cigar),3
Uzan_Group,3
Vodafone_Turkey,3
Walkers_(snack_foods),3
LittleBig,3
Rohan_(clothing),3
JC_Vickery,3
Aksa_(company),3
WHSmith,3
Wadworth_Brewery,3
Hovis,3
Gram_Games,3
Crimpy,3
Ziraat_Bankası,3
TEMSA,3
Forever_Friends_(brand),3
Kimetsan,3
Bremont_Watch_Company,3
Whirl-Y-Gig,3
TaleWorlds_Entertainment,3
Woodworm_Cricket_Company,3
Goodmans_Industries,3
İş_Yatırım,3
Boots_UK,3
Bush_(brand),3
Omsan,3
Koray_Holding,3
Koç_Holding,3
Tüpraş,3
Mavi_Jeans,3
Death_(cigarette),3
Chase_Vodka,3
BMC_(Turkey),3
AnadoluJet,3
Casati_Boya,3
Castrol,3
TPPD,3
Türkiye_Petrolleri_Anonim_Ortaklığı,3
Kangol,3
Bank_Asya,3
Koza_İpek_Holding,3
BAE_Systems,3
Xander_Kostroma,3
Zorlu_Holding,3
Ford_Otosan,3
Jordans_(company),3
Borsa_Istanbul,3
Poliya,3
Robinsons_(drink),3
Netcad,3
Senior_Service_(cigarette),3
LDV_Group,3
Jaguar_Cars,3
Birleşik_Fon_Bankası,3
Berol,3
Kayı_Construction,3
Virgin_Group,3
Evdeizle,3
Bowers_&_Wilkins,3
Koçbank,3
Argos_(retailer),3
Geliyoo,3
Özmaktaş-Özaltın_Makina_Otomotiv,3
Kuzeybatı,3
Boyner,3
Vivienne_Westwood,3
Enka_İnşaat_ve_Sanayi_A.Ş.,3
ULS_Airlines_Cargo,3
Kavaklıdere_(winery),3
Estap,3
Admiral_Sportswear,3
VakıfBank,3
Duchamp_(clothing),3
VitrA_(sanitaryware),3
Özal_Group,3
Kalyon_Group,3
Cengiz_Holding,3
Flybe,3
Kütahya_Porselen,3
Turkish_Airlines,3
Etibank,3
Rolls-Royce_Motor_Cars,3
Kipa,3
Finansbank,3
Tesco,3
Beko,3
Hospitadent,3
Thomson_Local,3
Bristol_Cars,3
Houghton_International,3
Arçelik,3
Arthur_Price,3
General_Directorate_of_Mineral_Research_and_Exploration_(Turkey),3
Adnams_Brewery,3
Hackett_London,3
The_House_Cafe,3
Avea,3
Green_Cross_Code,3
Limak_Holding,3
Orbit_Express_Airlines,3
Yapı_ve_Kredi_Bankası,3
M&Co.,3
Adese,3
G.W._Scott_and_Sons,3
Plaxton,3
Feza_Publications,3
Tricouni_(brand),3
TİSAŞ,3
Crosslee_plc,3
Hull_Brewery,3
Alvimedica,3
İhlas_Holding,3
Molton_Brown,3
TurkDex,3
Henri_Lloyd,3
Premier_Inn,3
PTT_(Turkey),3
Keen's,3
Britannia_Airways,3
Sunbeam_Cycles,3
National_Rail,3
Jeyes_Fluid,3
Smythson,3
Sterling_(cigarette),3
Tekel,3
Bianet,3
Ferguson_Electronics,3
Borajet,3
Şekerbank,3
Dicle_News_Agency,3
AGA_cooker,3
Wharfedale_(company),3
Homebase,3
İzocam,3
Virgin_Media,3
Fred_Perry,3
Demirören_Group,3
Ambrosia_(food_brand),3
Witcomb_Cycles,3
Nails_Inc.,3
Kiler_(company),3
Karpowership,3
Um_Bongo,3
Standard_Fireworks,3
İnterbank,3
Ewbank,3
Rayburn_range,3
International_Paint,3
Bimeks,3
A&T_Bank,3
Galatasaray_Mobile,3
Ülker,3
Pegasus_Airlines,3
Bentley,3
Pashley_Cycles,3
Lloyd's_of_London,3
Rönesans_Holding,3
Woodpecker_Cider,3
Türksat_(company),3
Dia_(supermarket_chain),3
Inmarsat,3
Emlak_Konut,3
Zemana,3
Newgate_Clocks,3
Blackwell_UK,3
DenizBank,3
Freebird_Airlines,3
Armitage_Shanks,3
Desa_(company),3
UK_Gear,3
Topshop,3
Ultramar,3
Twiglets,3
Bupa,3
TCDD_Taşımacılık,3
Bonmarché,3
Velocette,3
XLN_Telecom_Ltd,3
Avon_Rubber,3
Waterstones,3
Derimod,3
Backes_&_Strauss,3
Polimeks,3
Erdem_Architects,3
Ribena,3
İlbank,3
Celestion,3
Yıldız_Holding,3
TAV_Airports_Holding,3
Pret_a_Manger,3
ASELSAN,3
HSBC_Bank_(Europe),3
Crombie_(clothing),3
MG_XPower,3
Triumph_Motor_Company,3
Bisto,3
Sarson's,3
Alfred_Dunhill_Ltd.,3
Turkish_Aerospace_Industries,3
Çalık_Holding,3
Twentify,3
Anadolubank,3
Inovenso,3
Marks_&_Spencer,3
Tuncer_Cakmakli_Architects,3
Altınyunus,3
Ciceksepeti.com,3
Lokka_Vodka,3
Dancing_Turtle_Group,3
Brasso,3
Ant_Yapi,3
Rolls-Royce,3
Dardanel,3
MG_Sports_and_Racing_Europe,3
Triumph_Motorcycles_Ltd,3
Greene_King,3
Fenercell,3
Tekfen_Construction_and_Installation,3
Vitalite,3
Terry's_All_Gold,3
Future_Disco,3
Goldaş,3
Doğuş_Group,3
Meteksan_Savunma,3
Mado_(food_company),3
K_(cider),3
Actera_Group,3
Weird_Fish,3
Wasabi_(restaurant),3
Monarch_Airlines,3
Doğtaş,3
ICBC_Turkey,3
Şişecam,3
Critchley_Light_car,3
Rogers_International,3
Kalem_Agency,3
Oyak-Renault,3
İDO,3
Altintel,3
Sainsbury's,3
Kale_Endüstri_Holding,3
Tamindir,3
HP_Sauce,3
CMS_Computers,3
Efes_Beverage_Group,3
"Toye,_Kenning_&_Spencer",3
Mobinex,3
Turkcell,3
Athena_(retailer),3
Ekol_Logistics,3
EUROTEM,3
Pico_Technology,3
Epiphone,3
Surf_(detergent),3
DYO_Boya_Fabrikaları,3
Çukurova_Holding,3
Avalon_Guitars,3
Gray-Nicolls,3
Ciner_Holding,3
Nurol_Makina,3
Chicken_Tonight,3
Acıbadem_Healthcare_Group,3
Alarko_Holding,3
Türk_Ticaret_Bankası,3
Time_Out_Group,3
Happy_Faces,3
Standard_Chartered,3
Vincent_Motorcycles,3
Whistles,3
Onur_Air,3
EMI,3
Karsan,3
Qinetiq,3
FNSS_Defence_Systems,3
Terry's_Chocolate_Orange,3
Britvic,3
Mint_Velvet_clothing,3
Hollow_Tree_Books,3
Dedeman_Hotels,3
Twyford_Bathrooms,3
Scotts_of_Stow,3
Optare,3
Viscount_(biscuit),3
Lescon,3
Piñatex,3
New_Hudson_(company),3
Pilkington,3
Leeds_Brewery,3
Merrythought,3
Leon_Restaurants,3
Baxi,3
King_and_McGaw,3
Coast_(clothing),3
Pamukbank,3
Divan_Group,3
Eczacıbaşı,3
Eve_Sleep,3
Colman's,3
Stothert_&_Pitt,3
John_Lewis_(department_store),3
Türkiye_İş_Bankası,3
HAVELSAN,3
Fibabanka,3
Chemins_de_fer_Orientaux,3
Pure_(company),3
Tofaş,3
Rolls-Royce_Holdings,3
Swann_Morton,3
Adabank,3
Cadbury,3
Mermerler_Otomotiv,3
King_of_Shaves,3
Kale_Kilit,3
Arkem,3
Cebrene,2
Belkahve_Tunnel,2
Feriye_Palace,2
Silivri_Prison,2
Mısır_Apartment,2
Sahn-ı_Seman_Medrese,2
Arsinoe_(Cilicia),2
Iğdır_University,2
New_Gaziantep_Stadium,2
Maltepe_Mosque,2
Mersin_Old_Mosque,2
Devegeçidi_Dam,2
Mersin_Büyükşehir_Belediyesi_S.K.,2
List_of_castles_in_Turkey,2
Dicle_Dam,2
Ahırkapı_Feneri,2
Ülker,2
"Co-Cathedral_of_St._Anthony_of_Padua,_Mersin",2
Düzce_University,2
Toros_University,2
Gaziantep_Synagogue,2
TCDD_Open_Air_Steam_Locomotive_Museum,2
Kayseri_Castle,2
Galatasaray_Islet,2
Boztepe_Dam_(Malatya),2
Sinop_Fortress_Prison,2
Devlet_Bahçeli_Bridge,2
Başbakanlık_Konutu,2
Avrasya_University,2
Bülent_Ecevit_University,2
Pera_Palace_Hotel,2
Namık_Kemal_University,2
OYAK,2
International_Antalya_Film_Festival,2
Timas_Publishing_Group,2
Beykoz_Arena,2
GİRSAN,2
Adabank,2
"Faculty_of_Arts_and_Sciences_Building,_Istanbul_University",2
Mertim,2
Sabancı_Central_Mosque,2
Atatürk_University,2
Yalova_University,2
Lake_Erçek,2
İzmir_Toy_Museum,2
Yalova_Earthquake_Monument,2
Monumentum_Ancyranum,2
Samsun-Çarşamba_Airport,2
Kanuni_University,2
Mardin_Artuklu_University,2
March_2016_Ankara_bombing,2
Trabzon_Castle,2
Esenboğa_International_Airport,2
Sinop_Nuclear_Power_Plant,2
List_of_universities_in_Turkey,2
Eurasia_Tunnel,2
Architecture_of_Istanbul,2
SALT_(institution),2
Malatya_Erhaç_Airport,2
29th_International_Istanbul_Film_Festival,2
Alaca_Höyük,2
Tekirdağ_Çorlu_Airport,2
Bademli_Dam,2
Çiğli_railway_station,2
Yedi_Kardeş_Tower,2
Alpaslan-2_Dam,2
Ondokuz_Mayıs_University,2
Sofra_(restaurant),2
List_of_Ottoman_mosques_in_Izmir,2
Alaaddin_Mosque_(Sinop),2
Garzan_Dam,2
"Holy_Trinity_Church,_Eskişehir",2
Alpaslan-1_Dam,2
Kuruköprü_Monumental_Church,2
Ahi_Evran_University,2
Great_Mosque_of_Diyarbakır,2
Garden_Plaza,2
Harran_University,2
Gençlik_Parkı,2
Atatürk_Forest_Farm_and_Zoo,2
Turkish_National_Research_Institute_of_Electronics_and_Cryptology,2
Bornova_Anglican_Cemetery,2
Grand_Synagogue_of_Edirne,2
Raffles_Istanbul,2
"Patara,_Lycia",2
Mount_Ilgaz_National_Park,2
Sel_Yayıncılık,2
Sinop_Airport,2
İsmet_İnönü_Boulevard_(Ankara),2
Ilısu_Dam,2
Eyüp_Sultan_Mosque,2
Izmir_Air_Station,2
Albaraka_Türk,2
Kazım_Karabekir_Stadium,2
"Karatay_Madrasa,_Konya",2
Anadolu_Feneri,2
Fenerbahçe_Lighthouse,2
Polat_Dam,2
List_of_libraries_in_Istanbul,2
Tunceli_University,2
Young_Guru_Academy,2
Istanbul_nostalgic_tramways,2
Dodurga_Dam,2
Istanbul_University_Observatory,2
Mersin_Feneri,2
New_Sakarya_Stadium,2
Statue_of_Honor,2
Kaynak_Yayınları,2
Akkale,2
Complex_of_Sultan_Bayezid_II_Health_Museum,2
Tokat_Airport,2
Sümerbank_Branch,2
Bartın_University,2
Çankaya_Mansion,2
Endem_TV_Tower,2
Kızıl_Kule,2
Isparta_Süleyman_Demirel_Airport,2
Ince_Minaret_Medrese,2
Sultan_Ahmed_Mosque,2
Perili_Köşk,2
"Kızılay,_Ankara",2
Murat_Pasha_Mosque,2
Adana_Dârüleytâm,2
Nusretiye_Clock_Tower,2
Atatürk_Museum_Mansion,2
Pasaport_Terminal,2
Ankara_75th_Anniversary_Race_Course,2
Saint_Paul_Church_(Adana),2
Dolmabahçe–Bomonti_Tunnel,2
World_Trade_Center_Istanbul,2
45th_Antalya_Golden_Orange_Film_Festival,2
Istanbul_Armenian_Genocide_memorial,2
Siirt_University,2
Silahtarağa_Power_Station,2
Selimiye_Tunnel,2
Antalya_Museum,2
Mimar_Sinan_Sport_Hall,2
Kerkoporta,2
Zorlu_Center,2
Prison_of_Anemas,2
Grand_Mosque_of_Mersin,2
Kars–Gyumri–Tbilisi_railway,2
Incirlik_Air_Base,2
List_of_tallest_buildings_in_Ankara,2
Edirne_Palace,2
Boyacı_Mosque,2
Seyhan_Cultural_Center,2
Atatürk_Cultural_Center_in_Mersin,2
Gaziantep_Fen_Lisesi,2
Mardin_railway_station,2
Trabzon_Museum,2
Selçuk-Efes_Airport,2
KozArena,2
Boyabat_Castle,2
Pudding_Shop,2
Turkish_Technic,2
Mayor_Synagogue_(Bursa),2
Kütahya_Air_Base,2
Bahçelik_Dam,2
Adana_railway_station,2
Menemen_railway_station,2
Joshua's_Hill,2
Mersin_Marina,2
Erzurum_Technical_University,2
Yomra_Arena,2
Şırnak_Airport,2
Bodrum-Imsik_Airport,2
Boztepe_Dam_(Tokat),2
Isbank_Tower_1,2
IHH_(Turkish_NGO),2
Kalecik_Dam_(Osmaniye),2
Mersin_Museum,2
Torku_Konyaspor_B.K.,2
Forensic_Science_Institute_of_Turkey,2
Dara_Dam,2
Doğanlar_Stadium,2
2008_Turkish_Grand_Prix,2
Bilkent_Concert_Hall,2
Apa_Dam,2
47th_International_Antalya_Golden_Orange_Film_Festival,2
Kubadabad_Palace,2
Ankara_Palas,2
Basketmakers'_Kiosk,2
Teşvikiye_Mosque,2
Eskişehir_Archaeological_Museum,2
International_Defence_Industry_Fair,2
Balçova_Dam,2
Sorgun_Dam,2
Yıldız_Clock_Tower,2
Suat_Uğurlu_Dam,2
Church_of_Sts._Constantine_and_Helen_(Edirne),2
Yivliminare_Mosque,2
Karacasu_Dam,2
Keban_Dam,2
Zafer_Airport,2
Büyük_Aga_Medrese,2
Lamponeia,2
Kazim_Bulut_Mosque,2
Adapazarı_railway_station,2
Türk_Ticaret_Bankası,2
CNR_Yenişehir_Exhibition_Center,2
Anastasian_Wall,2
ÇNAEM,2
Cankurtaran_Tunnel,2
Bosporus_Water_Tunnel,2
Adıyaman_University,2
Mount_Kop_Tunnel,2
Istanbul_4th_Vakıf_Han,2
Gaziantep_railway_station,2
Stadyum_Samsun,2
Sultan_Han,2
Çemberlitaş_Hamamı,2
Yumuktepe,2
Gümüşköy_Geothermal_Power_Plant,2
Jewish_Museum_of_Turkey,2
Dalaman_Airport,2
Timsah_Arena,2
Akkuyu_Nuclear_Power_Plant,2
Ege_University_Observatory,2
Güvenpark,2
Antalya_Airport,2
Cizre_Dam,2
DYO_Boya_Fabrikaları,2
Kırklareli_University,2
Alakır_Dam,2
Köprülü_Canyon,2
Port_of_Haydarpaşa,2
Şifaiye_Medrese,2
Giresun_University,2
Uşak_University,2
Telsiz_ve_Radyo_Amatörleri_Cemiyeti,2
Atikhisar_Dam,2
Fortress_of_Queli,2
Bursa_Büyükşehir_Belediyesi_Spor_Kulübü,2
Bilkent_Erzurum,2
Mersin_Interfaith_Cemetery,2
Adıyaman_Airport,2
List_of_tallest_buildings_in_İzmir,2
Çiğli_Air_Base,2
Muğla_University,2
Yıldız_Palace,2
Konak_Pier,2
Galatasaray_S.K._(men's_basketball),2
Çankaya_University,2
Great_Istanbul_Tunnel,2
Archaeological_Museum_of_Manisa,2
Ottoman_Sevens,2
Kuyularonu_Mosque,2
Adana_Şakirpaşa_Airport,2
ÇOMÜ_Ulupınar_Observatory,2
Istanbul_Archaeology_Museums,2
Gilindire_Cave,2
Sırımtaş_Dam,2
Muş_Airport,2
Museums_in_Turkey,2
Türksat_(company),2
Lake_Nemrut,2
Kayseri_railway_station,2
Hilton_Istanbul_Bosphorus,2
Eastern_Anatolia_Observatory,2
İzmir_Metro,2
Statue_of_Diogenes,2
Edirne_25_Kasım_Stadium,2
Galleria_Ice_Rink,2
Samsun_Castle,2
Piyalepasa_Istanbul,2
Mersin_Bus_Terminus,2
Kastamonu_Governor's_Office,2
Erdemirspor,2
Hüseyin_Avni_Aker_Stadium,2
Yenişehir_Airport,2
Akdeniz_University,2
Diyarbakır_Prison,2
Gazipaşa_Airport,2
Söğüt_Dam,2
Birleşik_Fon_Bankası,2
Antalya_Cultural_Center,2
Masjid_al-Hisn,2
Isparta_Atatürk_Stadium,2
Bayburt_Dam,2
Doğan_News_Agency,2
Adana_Metropolitan_Theatre,2
Kilis_7_Aralık_University,2
AŞTİ,2
Etfal_Hospital_Clock_Tower,2
Izmit_Stadium,2
Alanya_Castle,2
Karkamış_Dam,2
New_Antalya_Stadium,2
Dicle_Bridge,2
Batman_Arena,2
Gebze_Technical_University,2
Şırnak_University,2
Çankırı_Karatekin_University,2
Kanlıdivane,2
Alpu_Dam,2
Cilician_Gates,2
List_of_museums_in_Turkey,2
Sanko_Park,2
"Fatih_Mosque,_Tirilye",2
Presidential_Complex,2
Castle_of_Kars,2
Esma_Sultan_Mansion,2
Esenler_Bus_Terminus,2
Tokatlıyan_Hotels,2
Akçakale_tower,2
Adnan_Menderes_Airport,2
Sivas_Airport,2
February_2016_Ankara_bombing,2
Mersin_Halkevi,2
Asansör,2
Zonguldak_Airport,2
Suluhan,2
SantralIstanbul,2
Uşak_Museum_of_Archaeology,2
Veled-i_Yaniç_Mosque,2
Altınhisar_Dam,2
"Hagia_Sophia,_Iznik",2
2011_Turkish_Grand_Prix,2
Söğütlü_Athletics_Stadium,2
Zeytinburnu_Stadium,2
İzmir_Clock_Tower,2
Muratlı_Dam,2
Sinop_Archaeological_Museum,2
Buca_Arena,2
Botaş_SK,2
Malatya_Arena,2
Eskişehir_Atatürk_Stadium,2
Kızlar_Monastery,2
Mutfak_Sanatlari_Akademisi,2
Aydın_Archaeological_Museum,2
Hotel_Yeşil_Ev,2
Diardi,2
Cebeci_İnönü_Stadium,2
İstanbul_Ottomans,2
Yalı,2
USS_Gudgeon_(SS-567),2
Ulucami,2
Adana_American_College_for_Girls,2
Bingöl_Airport,2
Siirt_Airport,2
İzmir_Basmane_Terminal,2
New_Turgutlu_Stadium,2
TurkuaZoo,2
Eti_Mine_Works,2
Elazığ_Culture_Park,2
Batman_Airport,2
Abdal_Bridge_(Bursa),2
Of_Arena,2
Ali_Sami_Yen_Stadium,2
Pembe_Köşk,2
"St._Mary_Church,_Diyarbakır",2
Sarıyar_Dam,2
Yalova_Atatürk_Mansion,2
Kadıköy_Dam,2
Erzincan_Airport,2
Kralkızı_Dam,2
Mevlana_Boulevard,2
"İskender_Pasha_Mosque,_Fatih",2
Atakule,2
Alexander_Vallaury,2
Gökçek_Park,2
Trabzonspor_B.K.,2
World_Trade_Center_Trabzon,2
Maiden's_Tower,2
Kalecik_Dam_(Elazığ),2
Tekstilkent_Plaza,2
Pamukkale_University,2
Raimondo_Tommaso_D'Aronco,2
Diyarbakır_Archaeological_Museum,2
Berke_Dam,2
44th_Antalya_Golden_Orange_Film_Festival,2
Banvit_B.K.,2
Gümüşhane_University,2
Hakkari_Yüksekova_Airport,2
Erciyes_University_Radio_Observatory,2
Isuzu_(Anadolu),2
Liberation_Mosque,2
Enka_İnşaat_ve_Sanayi_A.Ş.,2
Motion_Blur,2
Bitlis_Eren_University,2
Kadir_Has_Spor_Salonu,2
Ordu-Giresun_Airport,2
21st_Ankara_International_Film_Festival,2
Ramazanoğlu_Hall,2
Kadıköy_Rugby,2
Çukurova_Regional_Airport,2
Amasya_Merzifon_Airport,2
İzmit_Clock_Tower,2
USS_Eversole_(DD-789),2
Nilüfer_Dam,2
Bursaray,2
Finansbank,2
Çırağan_Palace,2
Amos_(ancient_city),2
Haseki_Hürrem_Sultan_Hamamı,2
Dicle_University,2
Hasan_Uğurlu_Dam,2
Diyarbakır_Fortress,2
Gaziemir_Air_Base,2
Saint_Amphilochius_(Konya),2
"Monument_of_Liberty,_Istanbul",2
13th_Flying_Broom_International_Women's_Film_Festival,2
Yellow_Pavilion,2
Kaunos,2
Mersin_Üçocak_Elementary_school,2
List_of_columns_and_towers_in_Istanbul,2
Kocaeli_B.B._Ice_Arena,2
Tasyapi_Hotel,2
Emirgan_Mosque,2
Celal_Bayar_University,2
Istanbul_observatory_of_Taqi_ad-Din,2
Aslantaş_Dam,2
17th_International_Adana_Golden_Boll_Film_Festival,2
Yüreğir_Cultural_Centre,2
Miss_Turkey,2
Khedive_Palace,2
Akdeniz_University_Stadium,2
Güzeloluk_Mosque,2
Alinda,2
Atatürk_Park,2
Mevlana_Museum,2
Cathedral_of_Kars,2
Bakacak_Dam,2
Amyzon,2
Sabancı_University,2
VitrA_(sanitaryware),2
Paşakapısı_Prison,2
Rumelihisarı,2
Malta_Kiosk,2
Abdullah_Gül_University,2
Yalan_Dünya,2
Kandilli_Observatory,2
Hatuniye_Külliyesi,2
Samsun_19_Mayıs_Stadium,2
Rumeli_Feneri,2
Euromus,2
Fifty_civil_engineering_feats_in_Turkey,2
Port_of_Istanbul,2
Galata_Tower,2
Polimeks,2
Sheraton_Ankara,2
ITU_Arı_Technopolis,2
Ali_Sami_Yen_Sports_Complex,2
Teos_Marina,2
Anıtkabir,2
Mado_(food_company),2
Metris_Prison,2
Iğdır_Airport,2
Şirvani_Mosque,2
Eskişehir_railway_station,2
Gök_Medrese_(Sivas),2
İzmit_railway_station,2
Laal_Pasha_Mosque,2
Araklı_Arena,2
Koray_Holding,2
Akhisar_Stadium,2
Babasultan_Dam,2
Ondokuz_Mayıs_University_Observatory,2
Ayaş_Tunnel,2
Karatepe-Aslantaş_Open-Air_Museum,2
Yedigöller_National_Park,2
Ahmet_Cömert_Sport_Hall,2
Ordu_University,2
Istanbul_Sapphire,2
Dubai_Towers_Istanbul,2
Nevşehir_Kapadokya_Airport,2
Uşak_Airport,2
Alibey_Dam,2
Mersin_Congress_and_Exhibition_Center,2
Muş_Alparslan_University,2
TÜBİTAK_National_Observatory,2
İskenderun_5_Temmuz_Stadium,2
Tokat_Castle,2
Anadolu_Airport,2
Konya_Airport,2
Pervane_Medrese,2
Elazığ_Airport,2
Esertepe_Park,2
Sabancı_Center,2
Izmir_Ethnography_Museum,2
Anadolubank,2
Turkcell_Kuruçeşme_Arena,2
Atatürk_Monument_(İzmir),2
Bozok_University,2
War_of_Independence_Museum,2
Amasya_University,2
Phaselis,2
Havadan_Külliye,2
Hıdırlık_Tower,2
Aydın_Airport,2
Varyap_Meridian_Grand_Tower_1,2
Mardan_Sports_Complex,2
Pertev_Pasha_Mosque,2
Divan_Istanbul,2
Nilüfer_Hatun_Imareti,2
Işıklı_Dam,2
İDO,2
Yakapınar_railway_station,2
Trakya_University,2
4_Eylül_Dam,2
Afyon_Airport,2
Gök_Medrese_(Tokat),2
Space_Launch_System_(Turkey),2
Zirve_University,2
Dolmabahçe_Clock_Tower,2
Diamond_of_Istanbul,2
STFA_Group,2
New_Eskişehir_Stadium,2
Walls_of_Constantinople,2
Etlik_City_Hospital,2
Istanbul_Congress_Center,2
Adana_Center_for_Arts_and_Culture,2
Kahramanlar_Business_Center,2
"Dikilitaş,_Mersin",2
Gaziantep_Castle,2
Nevşehir_Hacı_Bektaş_Veli_University,2
Kuzeybatı,2
İzmir_Institute_of_Technology,2
Yeşilköy_Feneri,2
Beydağları_Coastal_National_Park,2
Buca_Gölet,2
ICBC_Turkey,2
List_of_tallest_buildings_in_Istanbul,2
Halkapınar_railway_station,2
İnönü_University,2
Hadrian's_Gate,2
Yeni_Rize_Şehir_Stadı,2
Glass_Pyramid_Sabancı_Congress_and_Exhibition_Center,2
Çifte_Minareli_Medrese,2
Kalepark,2
Ankara_railway_station,2
Gaziemir_railway_station,2
Anadolu_University,2
Mersin_railway_station,2
Palace_of_Blachernae,2
University_of_Gaziantep,2
Altınyazı_Dam,2
Ağrı_Airport,2
Atılım_University,2
Etimesgut_Air_Base,2
Caferağa_Medresseh,2
Denizli_Çardak_Airport,2
Borçka_Dam,2
Soyak_Tower,2
McGhee_Center_for_Eastern_Mediterranean_Studies,2
Victory_Museum,2
Grand_Post_Office,2
The_House_Cafe,2
Fenercell,2
Ahmet_Adnan_Saygun_Arts_Center,2
Altınapa_Dam,2
Akyazı_Stadium,2
Diyarbakır_Atatürk_Stadium,2
"Çankaya,_Ankara",2
Beşiktaş_JK_(women's_basketball),2
Antalya_Expo_Center,2
Tayyare_Apartments,2
Istanbul_Çağlayan_Justice_Palace,2
Syrian_National_Council,2
Diyarbakır_Stadium,2
Taksim_Military_Barracks,2
Erkilet_International_Airport,2
Folkart_Towers,2
White_Pavilion,2
Kahramanmaraş_Airport,2
Mersin_Water_Museum,2
Bilecik_University,2
Konak_Terminal,2
Ay-Yıldız_Stadium,2
Olba_(ancient_city),2
Çamlıdere_Dam,2
Şişli_Plaza,2
Milas–Bodrum_Airport,2
Antalya_Büyükşehir_Belediyesi,2
43rd_Antalya_Golden_Orange_Film_Festival,2
Emek_(movie_theater),2
Mehmet_Akif_Ersoy_University,2
Selimiye_Mosque,2
Bayır_Dam,2
Altıgöz_Bridge_(Afyonkarahisar),2
Kırıkkale_University,2
Uludağ_University,2
